0,90
0,85
45,85
90,85
135,85
180,85
225,85
270,85
315,85
0,80
18,80
36,80
54,80
72,80
90,80
108,80
126,80
144,80
162,80
180,80
198,80
216,80
234,80
252,80
270,80
288,80
306,80
324,80
342,80
0,75
18,75
36,75
54,75
72,75
90,75
108,75
126,75
144,75
162,75
180,75
198,75
216,75
234,75
252,75
270,75
288,75
306,75
324,75
342,75
0,70
10,70
20,70
30,70
40,70
50,70
60,70
70,70
80,70
90,70
100,70
110,70
120,70
130,70
140,70
150,70
160,70
170,70
180,70
190,70
200,70
210,70
220,70
230,70
240,70
250,70
260,70
270,70
280,70
290,70
300,70
310,70
320,70
330,70
340,70
350,70
0,65
10,65
20,65
30,65
40,65
50,65
60,65
70,65
80,65
90,65
100,65
110,65
120,65
130,65
140,65
150,65
160,65
170,65
180,65
190,65
200,65
210,65
220,65
230,65
240,65
250,65
260,65
270,65
280,65
290,65
300,65
310,65
320,65
330,65
340,65
350,65
0,60
10,60
20,60
30,60
40,60
50,60
60,60
70,60
80,60
90,60
100,60
110,60
120,60
130,60
140,60
150,60
160,60
170,60
180,60
190,60
200,60
210,60
220,60
230,60
240,60
250,60
260,60
270,60
280,60
290,60
300,60
310,60
320,60
330,60
340,60
350,60
0,55
6,55
12,55
18,55
24,55
30,55
36,55
42,55
48,55
54,55
60,55
66,55
72,55
78,55
84,55
90,55
96,55
102,55
108,55
114,55
120,55
126,55
132,55
138,55
144,55
150,55
156,55
162,55
168,55
174,55
180,55
186,55
192,55
198,55
204,55
210,55
216,55
222,55
228,55
234,55
240,55
246,55
252,55
258,55
264,55
270,55
276,55
282,55
288,55
294,55
300,55
306,55
312,55
318,55
324,55
330,55
336,55
342,55
348,55
354,55
0,50
6,50
12,50
18,50
24,50
30,50
36,50
42,50
48,50
54,50
60,50
66,50
72,50
78,50
84,50
90,50
96,50
102,50
108,50
114,50
120,50
126,50
132,50
138,50
144,50
150,50
156,50
162,50
168,50
174,50
180,50
186,50
192,50
198,50
204,50
210,50
216,50
222,50
228,50
234,50
240,50
246,50
252,50
258,50
264,50
270,50
276,50
282,50
288,50
294,50
300,50
306,50
312,50
318,50
324,50
330,50
336,50
342,50
348,50
354,50
0,45
6,45
12,45
18,45
24,45
30,45
36,45
42,45
48,45
54,45
60,45
66,45
72,45
78,45
84,45
90,45
96,45
102,45
108,45
114,45
120,45
126,45
132,45
138,45
144,45
150,45
156,45
162,45
168,45
174,45
180,45
186,45
192,45
198,45
204,45
210,45
216,45
222,45
228,45
234,45
240,45
246,45
252,45
258,45
264,45
270,45
276,45
282,45
288,45
294,45
300,45
306,45
312,45
318,45
324,45
330,45
336,45
342,45
348,45
354,45
0,40
6,40
12,40
18,40
24,40
30,40
36,40
42,40
48,40
54,40
60,40
66,40
72,40
78,40
84,40
90,40
96,40
102,40
108,40
114,40
120,40
126,40
132,40
138,40
144,40
150,40
156,40
162,40
168,40
174,40
180,40
186,40
192,40
198,40
204,40
210,40
216,40
222,40
228,40
234,40
240,40
246,40
252,40
258,40
264,40
270,40
276,40
282,40
288,40
294,40
300,40
306,40
312,40
318,40
324,40
330,40
336,40
342,40
348,40
354,40
0,35
6,35
12,35
18,35
24,35
30,35
36,35
42,35
48,35
54,35
60,35
66,35
72,35
78,35
84,35
90,35
96,35
102,35
108,35
114,35
120,35
126,35
132,35
138,35
144,35
150,35
156,35
162,35
168,35
174,35
180,35
186,35
192,35
198,35
204,35
210,35
216,35
222,35
228,35
234,35
240,35
246,35
252,35
258,35
264,35
270,35
276,35
282,35
288,35
294,35
300,35
306,35
312,35
318,35
324,35
330,35
336,35
342,35
348,35
354,35
0,30
5,30
10,30
15,30
20,30
25,30
30,30
35,30
40,30
45,30
50,30
55,30
60,30
65,30
70,30
75,30
80,30
85,30
90,30
95,30
100,30
105,30
110,30
115,30
120,30
125,30
130,30
135,30
140,30
145,30
150,30
155,30
160,30
165,30
170,30
175,30
180,30
185,30
190,30
195,30
200,30
205,30
210,30
215,30
220,30
225,30
230,30
235,30
240,30
245,30
250,30
255,30
260,30
265,30
270,30
275,30
280,30
285,30
290,30
295,30
300,30
305,30
310,30
315,30
320,30
325,30
330,30
335,30
340,30
345,30
350,30
355,30
0,25
5,25
10,25
15,25
20,25
25,25
30,25
35,25
40,25
45,25
50,25
55,25
60,25
65,25
70,25
75,25
80,25
85,25
90,25
95,25
100,25
105,25
110,25
115,25
120,25
125,25
130,25
135,25
140,25
145,25
150,25
155,25
160,25
165,25
170,25
175,25
180,25
185,25
190,25
195,25
200,25
205,25
210,25
215,25
220,25
225,25
230,25
235,25
240,25
245,25
250,25
255,25
260,25
265,25
270,25
275,25
280,25
285,25
290,25
295,25
300,25
305,25
310,25
315,25
320,25
325,25
330,25
335,25
340,25
345,25
350,25
355,25
0,20
5,20
10,20
15,20
20,20
25,20
30,20
35,20
40,20
45,20
50,20
55,20
60,20
65,20
70,20
75,20
80,20
85,20
90,20
95,20
100,20
105,20
110,20
115,20
120,20
125,20
130,20
135,20
140,20
145,20
150,20
155,20
160,20
165,20
170,20
175,20
180,20
185,20
190,20
195,20
200,20
205,20
210,20
215,20
220,20
225,20
230,20
235,20
240,20
245,20
250,20
255,20
260,20
265,20
270,20
275,20
280,20
285,20
290,20
295,20
300,20
305,20
310,20
315,20
320,20
325,20
330,20
335,20
340,20
345,20
350,20
355,20
0,15
5,15
10,15
15,15
20,15
25,15
30,15
35,15
40,15
45,15
50,15
55,15
60,15
65,15
70,15
75,15
80,15
85,15
90,15
95,15
100,15
105,15
110,15
115,15
120,15
125,15
130,15
135,15
140,15
145,15
150,15
155,15
160,15
165,15
170,15
175,15
180,15
185,15
190,15
195,15
200,15
205,15
210,15
215,15
220,15
225,15
230,15
235,15
240,15
245,15
250,15
255,15
260,15
265,15
270,15
275,15
280,15
285,15
290,15
295,15
300,15
305,15
310,15
315,15
320,15
325,15
330,15
335,15
340,15
345,15
350,15
355,15
0,10
5,10
10,10
15,10
20,10
25,10
30,10
35,10
40,10
45,10
50,10
55,10
60,10
65,10
70,10
75,10
80,10
85,10
90,10
95,10
100,10
105,10
110,10
115,10
120,10
125,10
130,10
135,10
140,10
145,10
150,10
155,10
160,10
165,10
170,10
175,10
180,10
185,10
190,10
195,10
200,10
205,10
210,10
215,10
220,10
225,10
230,10
235,10
240,10
245,10
250,10
255,10
260,10
265,10
270,10
275,10
280,10
285,10
290,10
295,10
300,10
305,10
310,10
315,10
320,10
325,10
330,10
335,10
340,10
345,10
350,10
355,10
0,5
5,5
10,5
15,5
20,5
25,5
30,5
35,5
40,5
45,5
50,5
55,5
60,5
65,5
70,5
75,5
80,5
85,5
90,5
95,5
100,5
105,5
110,5
115,5
120,5
125,5
130,5
135,5
140,5
145,5
150,5
155,5
160,5
165,5
170,5
175,5
180,5
185,5
190,5
195,5
200,5
205,5
210,5
215,5
220,5
225,5
230,5
235,5
240,5
245,5
250,5
255,5
260,5
265,5
270,5
275,5
280,5
285,5
290,5
295,5
300,5
305,5
310,5
315,5
320,5
325,5
330,5
335,5
340,5
345,5
350,5
355,5
0,0
5,0
10,0
15,0
20,0
25,0
30,0
35,0
40,0
45,0
50,0
55,0
60,0
65,0
70,0
75,0
80,0
85,0
90,0
95,0
100,0
105,0
110,0
115,0
120,0
125,0
130,0
135,0
140,0
145,0
150,0
155,0
160,0
165,0
170,0
175,0
180,0
185,0
190,0
195,0
200,0
205,0
210,0
215,0
220,0
225,0
230,0
235,0
240,0
245,0
250,0
255,0
260,0
265,0
270,0
275,0
280,0
285,0
290,0
295,0
300,0
305,0
310,0
315,0
320,0
325,0
330,0
335,0
340,0
345,0
350,0
355,0
0,-5
5,-5
10,-5
15,-5
20,-5
25,-5
30,-5
35,-5
40,-5
45,-5
50,-5
55,-5
60,-5
65,-5
70,-5
75,-5
80,-5
85,-5
90,-5
95,-5
100,-5
105,-5
110,-5
115,-5
120,-5
125,-5
130,-5
135,-5
140,-5
145,-5
150,-5
155,-5
160,-5
165,-5
170,-5
175,-5
180,-5
185,-5
190,-5
195,-5
200,-5
205,-5
210,-5
215,-5
220,-5
225,-5
230,-5
235,-5
240,-5
245,-5
250,-5
255,-5
260,-5
265,-5
270,-5
275,-5
280,-5
285,-5
290,-5
295,-5
300,-5
305,-5
310,-5
315,-5
320,-5
325,-5
330,-5
335,-5
340,-5
345,-5
350,-5
355,-5
0,-10
5,-10
10,-10
15,-10
20,-10
25,-10
30,-10
35,-10
40,-10
45,-10
50,-10
55,-10
60,-10
65,-10
70,-10
75,-10
80,-10
85,-10
90,-10
95,-10
100,-10
105,-10
110,-10
115,-10
120,-10
125,-10
130,-10
135,-10
140,-10
145,-10
150,-10
155,-10
160,-10
165,-10
170,-10
175,-10
180,-10
185,-10
190,-10
195,-10
200,-10
205,-10
210,-10
215,-10
220,-10
225,-10
230,-10
235,-10
240,-10
245,-10
250,-10
255,-10
260,-10
265,-10
270,-10
275,-10
280,-10
285,-10
290,-10
295,-10
300,-10
305,-10
310,-10
315,-10
320,-10
325,-10
330,-10
335,-10
340,-10
345,-10
350,-10
355,-10
0,-15
5,-15
10,-15
15,-15
20,-15
25,-15
30,-15
35,-15
40,-15
45,-15
50,-15
55,-15
60,-15
65,-15
70,-15
75,-15
80,-15
85,-15
90,-15
95,-15
100,-15
105,-15
110,-15
115,-15
120,-15
125,-15
130,-15
135,-15
140,-15
145,-15
150,-15
155,-15
160,-15
165,-15
170,-15
175,-15
180,-15
185,-15
190,-15
195,-15
200,-15
205,-15
210,-15
215,-15
220,-15
225,-15
230,-15
235,-15
240,-15
245,-15
250,-15
255,-15
260,-15
265,-15
270,-15
275,-15
280,-15
285,-15
290,-15
295,-15
300,-15
305,-15
310,-15
315,-15
320,-15
325,-15
330,-15
335,-15
340,-15
345,-15
350,-15
355,-15
0,-20
5,-20
10,-20
15,-20
20,-20
25,-20
30,-20
35,-20
40,-20
45,-20
50,-20
55,-20
60,-20
65,-20
70,-20
75,-20
80,-20
85,-20
90,-20
95,-20
100,-20
105,-20
110,-20
115,-20
120,-20
125,-20
130,-20
135,-20
140,-20
145,-20
150,-20
155,-20
160,-20
165,-20
170,-20
175,-20
180,-20
185,-20
190,-20
195,-20
200,-20
205,-20
210,-20
215,-20
220,-20
225,-20
230,-20
